date,city,state,latitude,longitude,temp_c,humidity_pct,rainfall_mm
2019-01-27,Ahmedabad,Gujarat,23.0225,72.5714,15.93,23.29,0.0
2019-01-28,Ahmedabad,Gujarat,23.0225,72.5714,15.5,20.67,0.0
2019-01-29,Ahmedabad,Gujarat,23.0225,72.5714,16.51,19.58,0.0
2019-01-30,Ahmedabad,Gujarat,23.0225,72.5714,19.0,14.11,0.0
2019-01-31,Ahmedabad,Gujarat,23.0225,72.5714,19.87,16.89,0.0
2019-02-01,Ahmedabad,Gujarat,23.0225,72.5714,19.78,31.66,0.0
2019-02-02,Ahmedabad,Gujarat,23.0225,72.5714,19.34,25.44,0.0
2019-02-03,Ahmedabad,Gujarat,23.0225,72.5714,20.84,27.18,0.0
2019-02-04,Ahmedabad,Gujarat,23.0225,72.5714,25.11,30.74,0.0
2019-02-05,Ahmedabad,Gujarat,23.0225,72.5714,25.77,31.37,0.0
2019-02-06,Ahmedabad,Gujarat,23.0225,72.5714,22.46,26.66,0.0
2019-02-07,Ahmedabad,Gujarat,23.0225,72.5714,18.37,32.04,0.0
2019-02-08,Ahmedabad,Gujarat,23.0225,72.5714,15.56,30.1,0.0
2019-02-09,Ahmedabad,Gujarat,23.0225,72.5714,16.11,15.35,0.0
2019-02-10,Ahmedabad,Gujarat,23.0225,72.5714,17.58,15.94,0.0
2019-02-11,Ahmedabad,Gujarat,23.0225,72.5714,19.75,12.23,0.0
2019-02-12,Ahmedabad,Gujarat,23.0225,72.5714,22.33,15.07,0.0
2019-02-13,Ahmedabad,Gujarat,23.0225,72.5714,25.14,24.01,0.0
2019-02-14,Ahmedabad,Gujarat,23.0225,72.5714,23.2,41.19,0.0
2019-02-15,Ahmedabad,Gujarat,23.0225,72.5714,22.33,26.38,0.0
2019-02-16,Ahmedabad,Gujarat,23.0225,72.5714,21.2,20.5,0.0
2019-02-17,Ahmedabad,Gujarat,23.0225,72.5714,22.1,16.81,0.0
2019-02-18,Ahmedabad,Gujarat,23.0225,72.5714,23.46,29.42,0.0
2019-02-19,Ahmedabad,Gujarat,23.0225,72.5714,25.05,48.1,0.0
2019-02-20,Ahmedabad,Gujarat,23.0225,72.5714,26.65,32.76,0.0
2019-02-21,Ahmedabad,Gujarat,23.0225,72.5714,25.42,49.2,0.0
2019-02-22,Ahmedabad,Gujarat,23.0225,72.5714,24.86,42.79,0.0
2019-02-23,Ahmedabad,Gujarat,23.0225,72.5714,24.19,15.3,0.0
2019-02-24,Ahmedabad,Gujarat,23.0225,72.5714,24.9,16.23,0.0
2019-02-25,Ahmedabad,Gujarat,23.0225,72.5714,24.37,26.62,0.0
2019-02-26,Ahmedabad,Gujarat,23.0225,72.5714,24.18,52.06,0.07
2019-02-27,Ahmedabad,Gujarat,23.0225,72.5714,22.57,42.68,0.01
2019-02-28,Ahmedabad,Gujarat,23.0225,72.5714,21.83,18.99,0.0
2019-03-01,Ahmedabad,Gujarat,23.0225,72.5714,22.75,16.14,0.0
2019-03-02,Ahmedabad,Gujarat,23.0225,72.5714,26.15,17.33,0.0
2019-03-03,Ahmedabad,Gujarat,23.0225,72.5714,25.94,50.79,0.0
2019-03-04,Ahmedabad,Gujarat,23.0225,72.5714,24.19,29.03,0.0
2019-03-05,Ahmedabad,Gujarat,23.0225,72.5714,23.49,30.22,0.0
2019-03-06,Ahmedabad,Gujarat,23.0225,72.5714,24.14,25.43,0.0
2019-03-07,Ahmedabad,Gujarat,23.0225,72.5714,25.46,31.12,0.0
2019-03-08,Ahmedabad,Gujarat,23.0225,72.5714,25.77,27.56,0.0
2019-03-09,Ahmedabad,Gujarat,23.0225,72.5714,25.28,25.15,0.0
2019-03-10,Ahmedabad,Gujarat,23.0225,72.5714,26.22,24.52,0.0
2019-03-11,Ahmedabad,Gujarat,23.0225,72.5714,24.16,40.24,0.0
2019-03-12,Ahmedabad,Gujarat,23.0225,72.5714,24.9,22.66,0.0
2019-03-13,Ahmedabad,Gujarat,23.0225,72.5714,24.03,28.91,0.0
2019-03-14,Ahmedabad,Gujarat,23.0225,72.5714,23.77,31.45,0.0
2019-03-15,Ahmedabad,Gujarat,23.0225,72.5714,24.74,21.26,0.0
2019-03-16,Ahmedabad,Gujarat,23.0225,72.5714,25.36,18.92,0.0
2019-03-17,Ahmedabad,Gujarat,23.0225,72.5714,25.92,15.17,0.0
2019-03-18,Ahmedabad,Gujarat,23.0225,72.5714,26.62,16.03,0.0
2019-03-19,Ahmedabad,Gujarat,23.0225,72.5714,28.17,17.51,0.0
2019-03-20,Ahmedabad,Gujarat,23.0225,72.5714,27.04,33.19,0.0
2019-03-21,Ahmedabad,Gujarat,23.0225,72.5714,26.8,36.68,0.0
2019-03-22,Ahmedabad,Gujarat,23.0225,72.5714,28.76,21.05,0.0
2019-03-23,Ahmedabad,Gujarat,23.0225,72.5714,29.25,18.63,0.0
2019-03-24,Ahmedabad,Gujarat,23.0225,72.5714,30.76,19.8,0.0
2019-03-25,Ahmedabad,Gujarat,23.0225,72.5714,30.62,24.14,0.0
2019-03-26,Ahmedabad,Gujarat,23.0225,72.5714,30.92,21.52,0.0
2019-03-27,Ahmedabad,Gujarat,23.0225,72.5714,31.67,12.07,0.0
2019-03-28,Ahmedabad,Gujarat,23.0225,72.5714,32.84,13.58,0.0
2019-03-29,Ahmedabad,Gujarat,23.0225,72.5714,32.77,19.59,0.0
2019-03-30,Ahmedabad,Gujarat,23.0225,72.5714,32.7,25.38,0.0
2019-03-31,Ahmedabad,Gujarat,23.0225,72.5714,31.75,22.74,0.0
2019-04-01,Ahmedabad,Gujarat,23.0225,72.5714,32.33,19.11,0.0
2019-04-02,Ahmedabad,Gujarat,23.0225,72.5714,33.12,17.08,0.0
2019-04-03,Ahmedabad,Gujarat,23.0225,72.5714,32.89,19.72,0.0
2019-04-04,Ahmedabad,Gujarat,23.0225,72.5714,33.68,21.72,0.0
2019-04-05,Ahmedabad,Gujarat,23.0225,72.5714,32.97,23.5,0.0
2019-04-06,Ahmedabad,Gujarat,23.0225,72.5714,32.83,28.18,0.0
2019-04-07,Ahmedabad,Gujarat,23.0225,72.5714,33.36,30.83,0.0
2019-04-08,Ahmedabad,Gujarat,23.0225,72.5714,32.9,27.9,0.0
2019-04-09,Ahmedabad,Gujarat,23.0225,72.5714,32.89,28.05,0.0
2019-04-10,Ahmedabad,Gujarat,23.0225,72.5714,32.84,33.64,0.0
2019-04-11,Ahmedabad,Gujarat,23.0225,72.5714,34.28,30.41,0.0
2019-04-12,Ahmedabad,Gujarat,23.0225,72.5714,34.69,23.51,0.0
2019-04-13,Ahmedabad,Gujarat,23.0225,72.5714,34.25,22.5,0.0
2019-04-14,Ahmedabad,Gujarat,23.0225,72.5714,35.24,20.84,0.0
2019-04-15,Ahmedabad,Gujarat,23.0225,72.5714,33.07,24.42,0.04
2019-04-16,Ahmedabad,Gujarat,23.0225,72.5714,31.02,30.96,3.26
2019-04-17,Ahmedabad,Gujarat,23.0225,72.5714,28.84,41.32,0.0
2019-04-18,Ahmedabad,Gujarat,23.0225,72.5714,30.17,38.09,0.0
2019-04-19,Ahmedabad,Gujarat,23.0225,72.5714,30.92,24.69,0.0
2019-04-20,Ahmedabad,Gujarat,23.0225,72.5714,31.91,21.4,0.0
2019-04-21,Ahmedabad,Gujarat,23.0225,72.5714,32.49,19.5,0.0
2019-04-22,Ahmedabad,Gujarat,23.0225,72.5714,32.72,28.44,0.0
2019-04-23,Ahmedabad,Gujarat,23.0225,72.5714,34.11,27.46,0.0
2019-04-24,Ahmedabad,Gujarat,23.0225,72.5714,34.53,27.54,0.0
2019-04-25,Ahmedabad,Gujarat,23.0225,72.5714,34.47,24.81,0.0
2019-04-26,Ahmedabad,Gujarat,23.0225,72.5714,35.81,27.35,0.0
2019-04-27,Ahmedabad,Gujarat,23.0225,72.5714,36.33,15.29,0.0
2019-04-28,Ahmedabad,Gujarat,23.0225,72.5714,35.47,12.3,0.0
2019-04-29,Ahmedabad,Gujarat,23.0225,72.5714,35.3,17.98,0.0
2019-04-30,Ahmedabad,Gujarat,23.0225,72.5714,34.41,24.53,0.0
2019-05-01,Ahmedabad,Gujarat,23.0225,72.5714,33.06,31.34,0.0
2019-05-02,Ahmedabad,Gujarat,23.0225,72.5714,33.06,30.45,0.0
2019-05-03,Ahmedabad,Gujarat,23.0225,72.5714,33.29,33.18,0.0
2019-05-04,Ahmedabad,Gujarat,23.0225,72.5714,33.29,36.52,0.0
2019-05-05,Ahmedabad,Gujarat,23.0225,72.5714,33.52,35.74,0.01
2019-05-06,Ahmedabad,Gujarat,23.0225,72.5714,34.07,31.42,0.0
2019-05-07,Ahmedabad,Gujarat,23.0225,72.5714,34.3,24.6,0.0
2019-05-08,Ahmedabad,Gujarat,23.0225,72.5714,32.9,33.49,0.0
2019-05-09,Ahmedabad,Gujarat,23.0225,72.5714,31.52,40.41,0.0
2019-05-10,Ahmedabad,Gujarat,23.0225,72.5714,32.5,41.51,0.0
2019-05-11,Ahmedabad,Gujarat,23.0225,72.5714,33.37,44.23,0.13
2019-05-12,Ahmedabad,Gujarat,23.0225,72.5714,34.3,41.86,0.18
2019-05-13,Ahmedabad,Gujarat,23.0225,72.5714,34.31,39.74,0.0
2019-05-14,Ahmedabad,Gujarat,23.0225,72.5714,33.9,41.13,0.0
2019-05-15,Ahmedabad,Gujarat,23.0225,72.5714,33.8,39.18,0.0
2019-05-16,Ahmedabad,Gujarat,23.0225,72.5714,33.61,41.5,0.0
2019-05-17,Ahmedabad,Gujarat,23.0225,72.5714,32.66,43.11,0.05
2019-05-18,Ahmedabad,Gujarat,23.0225,72.5714,33.34,34.88,0.02
2019-05-19,Ahmedabad,Gujarat,23.0225,72.5714,34.02,34.87,0.02
2019-05-20,Ahmedabad,Gujarat,23.0225,72.5714,34.76,36.72,0.0
2019-05-21,Ahmedabad,Gujarat,23.0225,72.5714,34.54,36.78,0.0
2019-05-22,Ahmedabad,Gujarat,23.0225,72.5714,34.89,39.48,0.0
2019-05-23,Ahmedabad,Gujarat,23.0225,72.5714,35.49,36.14,0.0
2019-05-24,Ahmedabad,Gujarat,23.0225,72.5714,34.94,36.79,0.0
2019-05-25,Ahmedabad,Gujarat,23.0225,72.5714,35.46,34.82,0.0
2019-05-26,Ahmedabad,Gujarat,23.0225,72.5714,36.11,33.11,0.0
2019-05-27,Ahmedabad,Gujarat,23.0225,72.5714,35.82,31.65,0.0
2019-05-28,Ahmedabad,Gujarat,23.0225,72.5714,36.09,36.05,0.0
2019-05-29,Ahmedabad,Gujarat,23.0225,72.5714,36.68,32.15,0.0
2019-05-30,Ahmedabad,Gujarat,23.0225,72.5714,36.36,35.5,0.0
2019-05-31,Ahmedabad,Gujarat,23.0225,72.5714,35.97,40.9,0.0
2019-06-01,Ahmedabad,Gujarat,23.0225,72.5714,36.56,36.81,0.0
2019-06-02,Ahmedabad,Gujarat,23.0225,72.5714,37.74,33.32,0.0
2019-06-03,Ahmedabad,Gujarat,23.0225,72.5714,37.81,30.43,0.0
2019-06-04,Ahmedabad,Gujarat,23.0225,72.5714,37.12,32.26,0.0
2019-06-05,Ahmedabad,Gujarat,23.0225,72.5714,36.62,36.87,0.0
2019-06-06,Ahmedabad,Gujarat,23.0225,72.5714,36.26,39.04,0.0
2019-06-07,Ahmedabad,Gujarat,23.0225,72.5714,37.0,37.31,0.0
2019-06-08,Ahmedabad,Gujarat,23.0225,72.5714,37.9,31.53,0.0
2019-06-09,Ahmedabad,Gujarat,23.0225,72.5714,38.46,30.12,0.0
2019-06-10,Ahmedabad,Gujarat,23.0225,72.5714,37.42,33.23,0.0
2019-06-11,Ahmedabad,Gujarat,23.0225,72.5714,37.75,31.97,0.08
2019-06-12,Ahmedabad,Gujarat,23.0225,72.5714,33.99,49.46,3.06
2019-06-13,Ahmedabad,Gujarat,23.0225,72.5714,31.1,65.51,15.97
2019-06-14,Ahmedabad,Gujarat,23.0225,72.5714,31.14,63.98,5.21
2019-06-15,Ahmedabad,Gujarat,23.0225,72.5714,31.88,61.64,0.65
2019-06-16,Ahmedabad,Gujarat,23.0225,72.5714,32.8,61.23,3.53
2019-06-17,Ahmedabad,Gujarat,23.0225,72.5714,32.62,59.61,1.06
2019-06-18,Ahmedabad,Gujarat,23.0225,72.5714,29.98,73.57,18.25
2019-06-19,Ahmedabad,Gujarat,23.0225,72.5714,32.31,59.86,0.56
2019-06-20,Ahmedabad,Gujarat,23.0225,72.5714,32.83,53.89,0.0
2019-06-21,Ahmedabad,Gujarat,23.0225,72.5714,33.0,54.77,0.0
2019-06-22,Ahmedabad,Gujarat,23.0225,72.5714,34.24,53.5,2.84
2019-06-23,Ahmedabad,Gujarat,23.0225,72.5714,34.11,55.13,3.74
2019-06-24,Ahmedabad,Gujarat,23.0225,72.5714,32.88,63.14,12.64
2019-06-25,Ahmedabad,Gujarat,23.0225,72.5714,32.81,62.63,8.5
2019-06-26,Ahmedabad,Gujarat,23.0225,72.5714,33.34,58.09,0.76
2019-06-27,Ahmedabad,Gujarat,23.0225,72.5714,33.72,56.73,0.21
2019-06-28,Ahmedabad,Gujarat,23.0225,72.5714,32.86,59.6,5.52
2019-06-29,Ahmedabad,Gujarat,23.0225,72.5714,32.81,60.32,1.66
2019-06-30,Ahmedabad,Gujarat,23.0225,72.5714,32.25,62.89,4.88
2019-07-01,Ahmedabad,Gujarat,23.0225,72.5714,31.94,62.8,1.07
2019-07-02,Ahmedabad,Gujarat,23.0225,72.5714,32.74,59.64,0.18
2019-07-03,Ahmedabad,Gujarat,23.0225,72.5714,30.18,70.71,5.54
2019-07-04,Ahmedabad,Gujarat,23.0225,72.5714,30.01,73.85,5.31
2019-07-05,Ahmedabad,Gujarat,23.0225,72.5714,30.18,71.07,4.84
2019-07-06,Ahmedabad,Gujarat,23.0225,72.5714,28.76,82.19,20.49
2019-07-07,Ahmedabad,Gujarat,23.0225,72.5714,30.87,73.2,10.34
2019-07-08,Ahmedabad,Gujarat,23.0225,72.5714,31.59,67.89,0.1
2019-07-09,Ahmedabad,Gujarat,23.0225,72.5714,31.43,69.43,0.01
2019-07-10,Ahmedabad,Gujarat,23.0225,72.5714,32.42,62.26,0.01
2019-07-11,Ahmedabad,Gujarat,23.0225,72.5714,31.94,62.89,0.0
2019-07-12,Ahmedabad,Gujarat,23.0225,72.5714,32.13,62.7,0.0
2019-07-13,Ahmedabad,Gujarat,23.0225,72.5714,32.21,62.36,0.0
2019-07-14,Ahmedabad,Gujarat,23.0225,72.5714,32.74,57.63,0.0
2019-07-15,Ahmedabad,Gujarat,23.0225,72.5714,32.45,58.61,0.0
2019-07-16,Ahmedabad,Gujarat,23.0225,72.5714,32.84,57.04,0.0
2019-07-17,Ahmedabad,Gujarat,23.0225,72.5714,32.79,57.29,0.0
2019-07-18,Ahmedabad,Gujarat,23.0225,72.5714,32.29,57.71,0.01
2019-07-19,Ahmedabad,Gujarat,23.0225,72.5714,33.19,55.81,0.03
2019-07-20,Ahmedabad,Gujarat,23.0225,72.5714,33.87,53.18,1.13
2019-07-21,Ahmedabad,Gujarat,23.0225,72.5714,32.95,59.27,7.08
2019-07-22,Ahmedabad,Gujarat,23.0225,72.5714,32.15,65.68,4.97
2019-07-23,Ahmedabad,Gujarat,23.0225,72.5714,32.62,66.92,3.38
2019-07-24,Ahmedabad,Gujarat,23.0225,72.5714,31.87,69.4,0.15
2019-07-25,Ahmedabad,Gujarat,23.0225,72.5714,30.86,68.36,2.61
2019-07-26,Ahmedabad,Gujarat,23.0225,72.5714,29.75,72.62,4.92
2019-07-27,Ahmedabad,Gujarat,23.0225,72.5714,30.22,70.78,4.88
2019-07-28,Ahmedabad,Gujarat,23.0225,72.5714,29.12,75.34,5.71
2019-07-29,Ahmedabad,Gujarat,23.0225,72.5714,28.45,80.31,13.25
2019-07-30,Ahmedabad,Gujarat,23.0225,72.5714,29.11,75.29,14.7
2019-07-31,Ahmedabad,Gujarat,23.0225,72.5714,28.9,78.51,54.78
2019-08-01,Ahmedabad,Gujarat,23.0225,72.5714,27.18,87.95,37.52
2019-08-02,Ahmedabad,Gujarat,23.0225,72.5714,28.68,83.35,12.63
2019-08-03,Ahmedabad,Gujarat,23.0225,72.5714,28.02,87.61,35.11
2019-08-04,Ahmedabad,Gujarat,23.0225,72.5714,27.74,87.68,24.92
2019-08-05,Ahmedabad,Gujarat,23.0225,72.5714,27.7,85.78,1.89
2019-08-06,Ahmedabad,Gujarat,23.0225,72.5714,28.98,81.49,0.08
2019-08-07,Ahmedabad,Gujarat,23.0225,72.5714,28.81,81.76,0.3
2019-08-08,Ahmedabad,Gujarat,23.0225,72.5714,27.82,86.51,19.08
2019-08-09,Ahmedabad,Gujarat,23.0225,72.5714,26.95,92.59,70.93
2019-08-10,Ahmedabad,Gujarat,23.0225,72.5714,26.87,90.68,68.13
2019-08-11,Ahmedabad,Gujarat,23.0225,72.5714,27.41,88.48,10.65
2019-08-12,Ahmedabad,Gujarat,23.0225,72.5714,27.74,85.17,0.41
2019-08-13,Ahmedabad,Gujarat,23.0225,72.5714,28.34,84.94,1.27
2019-08-14,Ahmedabad,Gujarat,23.0225,72.5714,28.07,86.61,5.15
2019-08-15,Ahmedabad,Gujarat,23.0225,72.5714,26.66,91.75,15.01
2019-08-16,Ahmedabad,Gujarat,23.0225,72.5714,27.53,87.68,10.44
2019-08-17,Ahmedabad,Gujarat,23.0225,72.5714,27.53,86.91,16.68
2019-08-18,Ahmedabad,Gujarat,23.0225,72.5714,27.96,85.03,1.97
2019-08-19,Ahmedabad,Gujarat,23.0225,72.5714,28.14,84.04,0.3
2019-08-20,Ahmedabad,Gujarat,23.0225,72.5714,28.26,84.23,0.25
2019-08-21,Ahmedabad,Gujarat,23.0225,72.5714,27.92,83.42,0.18
2019-08-22,Ahmedabad,Gujarat,23.0225,72.5714,27.53,83.48,0.02
2019-08-23,Ahmedabad,Gujarat,23.0225,72.5714,27.62,82.53,0.44
2019-08-24,Ahmedabad,Gujarat,23.0225,72.5714,28.07,80.71,0.03
2019-08-25,Ahmedabad,Gujarat,23.0225,72.5714,27.99,80.92,0.18
2019-08-26,Ahmedabad,Gujarat,23.0225,72.5714,26.18,90.21,23.01
2019-08-27,Ahmedabad,Gujarat,23.0225,72.5714,26.75,88.35,17.68
2019-08-28,Ahmedabad,Gujarat,23.0225,72.5714,27.07,89.21,14.76
2019-08-29,Ahmedabad,Gujarat,23.0225,72.5714,27.88,87.2,4.77
2019-08-30,Ahmedabad,Gujarat,23.0225,72.5714,28.07,86.65,1.94
2019-08-31,Ahmedabad,Gujarat,23.0225,72.5714,28.5,85.8,3.93
2019-09-01,Ahmedabad,Gujarat,23.0225,72.5714,28.37,88.22,8.69
2019-09-02,Ahmedabad,Gujarat,23.0225,72.5714,27.87,88.66,8.02
2019-09-03,Ahmedabad,Gujarat,23.0225,72.5714,28.04,87.3,2.89
2019-09-04,Ahmedabad,Gujarat,23.0225,72.5714,28.23,89.74,24.78
2019-09-05,Ahmedabad,Gujarat,23.0225,72.5714,27.81,91.69,22.76
2019-09-06,Ahmedabad,Gujarat,23.0225,72.5714,28.22,91.05,3.09
2019-09-07,Ahmedabad,Gujarat,23.0225,72.5714,28.22,90.02,4.96
2019-09-08,Ahmedabad,Gujarat,23.0225,72.5714,27.63,92.41,18.5
2019-09-09,Ahmedabad,Gujarat,23.0225,72.5714,27.52,94.38,23.02
2019-09-10,Ahmedabad,Gujarat,23.0225,72.5714,28.08,91.49,29.92
2019-09-11,Ahmedabad,Gujarat,23.0225,72.5714,27.55,90.44,2.6
2019-09-12,Ahmedabad,Gujarat,23.0225,72.5714,27.56,89.5,1.45
2019-09-13,Ahmedabad,Gujarat,23.0225,72.5714,27.01,91.42,2.73
2019-09-14,Ahmedabad,Gujarat,23.0225,72.5714,27.35,91.06,0.16
2019-09-15,Ahmedabad,Gujarat,23.0225,72.5714,27.25,90.14,0.03
2019-09-16,Ahmedabad,Gujarat,23.0225,72.5714,27.46,87.47,0.03
2019-09-17,Ahmedabad,Gujarat,23.0225,72.5714,28.1,85.23,0.01
2019-09-18,Ahmedabad,Gujarat,23.0225,72.5714,28.65,87.4,3.89
2019-09-19,Ahmedabad,Gujarat,23.0225,72.5714,27.95,86.43,0.47
2019-09-20,Ahmedabad,Gujarat,23.0225,72.5714,27.4,86.73,4.75
2019-09-21,Ahmedabad,Gujarat,23.0225,72.5714,27.2,88.23,4.04
2019-09-22,Ahmedabad,Gujarat,23.0225,72.5714,27.98,84.97,1.3
2019-09-23,Ahmedabad,Gujarat,23.0225,72.5714,27.93,86.05,4.34
2019-09-24,Ahmedabad,Gujarat,23.0225,72.5714,28.26,82.96,1.07
2019-09-25,Ahmedabad,Gujarat,23.0225,72.5714,27.8,86.08,14.12
2019-09-26,Ahmedabad,Gujarat,23.0225,72.5714,27.25,89.68,29.34
2019-09-27,Ahmedabad,Gujarat,23.0225,72.5714,26.2,92.46,20.11
2019-09-28,Ahmedabad,Gujarat,23.0225,72.5714,26.67,91.69,8.4
2019-09-29,Ahmedabad,Gujarat,23.0225,72.5714,26.39,90.09,22.63
2019-09-30,Ahmedabad,Gujarat,23.0225,72.5714,26.51,90.5,17.9
2019-10-01,Ahmedabad,Gujarat,23.0225,72.5714,26.73,90.34,4.26
2019-10-02,Ahmedabad,Gujarat,23.0225,72.5714,27.06,87.17,0.27
2019-10-03,Ahmedabad,Gujarat,23.0225,72.5714,27.08,85.31,0.35
2019-10-04,Ahmedabad,Gujarat,23.0225,72.5714,26.71,85.09,0.45
2019-10-05,Ahmedabad,Gujarat,23.0225,72.5714,27.08,80.11,0.11
2019-10-06,Ahmedabad,Gujarat,23.0225,72.5714,27.19,78.01,0.94
2019-10-07,Ahmedabad,Gujarat,23.0225,72.5714,26.66,82.08,0.02
2019-10-08,Ahmedabad,Gujarat,23.0225,72.5714,26.83,81.46,0.01
2019-10-09,Ahmedabad,Gujarat,23.0225,72.5714,27.22,80.39,0.0
2019-10-10,Ahmedabad,Gujarat,23.0225,72.5714,26.43,79.64,0.0
2019-10-11,Ahmedabad,Gujarat,23.0225,72.5714,25.63,71.76,0.0
2019-10-12,Ahmedabad,Gujarat,23.0225,72.5714,25.07,72.75,0.01
2019-10-13,Ahmedabad,Gujarat,23.0225,72.5714,25.35,72.94,0.0
2019-10-14,Ahmedabad,Gujarat,23.0225,72.5714,26.59,70.2,0.0
2019-10-15,Ahmedabad,Gujarat,23.0225,72.5714,27.37,69.85,0.0
2019-10-16,Ahmedabad,Gujarat,23.0225,72.5714,26.24,77.92,0.0
2019-10-17,Ahmedabad,Gujarat,23.0225,72.5714,26.04,77.95,0.0
2019-10-18,Ahmedabad,Gujarat,23.0225,72.5714,26.34,79.07,0.0
2019-10-19,Ahmedabad,Gujarat,23.0225,72.5714,24.82,86.29,0.0
2019-10-20,Ahmedabad,Gujarat,23.0225,72.5714,25.33,86.54,0.0
2019-10-21,Ahmedabad,Gujarat,23.0225,72.5714,25.4,84.74,0.0
2019-10-22,Ahmedabad,Gujarat,23.0225,72.5714,24.92,86.43,0.85
2019-10-23,Ahmedabad,Gujarat,23.0225,72.5714,24.22,85.43,0.06
2019-10-24,Ahmedabad,Gujarat,23.0225,72.5714,23.52,82.51,0.0
2019-10-25,Ahmedabad,Gujarat,23.0225,72.5714,22.41,80.31,0.0
2019-10-26,Ahmedabad,Gujarat,23.0225,72.5714,22.57,82.64,0.08
2019-10-27,Ahmedabad,Gujarat,23.0225,72.5714,23.06,89.23,0.21
2019-10-28,Ahmedabad,Gujarat,23.0225,72.5714,25.0,88.16,0.16
2019-10-29,Ahmedabad,Gujarat,23.0225,72.5714,25.61,86.19,17.4
2019-10-30,Ahmedabad,Gujarat,23.0225,72.5714,26.16,81.7,1.1
2019-10-31,Ahmedabad,Gujarat,23.0225,72.5714,26.34,83.45,0.0
2019-11-01,Ahmedabad,Gujarat,23.0225,72.5714,25.5,84.14,0.14
2019-11-02,Ahmedabad,Gujarat,23.0225,72.5714,24.73,88.19,3.73
2019-11-03,Ahmedabad,Gujarat,23.0225,72.5714,25.32,82.25,0.26
2019-11-04,Ahmedabad,Gujarat,23.0225,72.5714,26.05,77.79,0.0
2019-11-05,Ahmedabad,Gujarat,23.0225,72.5714,25.68,79.04,0.0
2019-11-06,Ahmedabad,Gujarat,23.0225,72.5714,25.76,76.95,0.72
2019-11-07,Ahmedabad,Gujarat,23.0225,72.5714,25.19,81.29,1.32
2019-11-08,Ahmedabad,Gujarat,23.0225,72.5714,24.8,80.79,0.26
2019-11-09,Ahmedabad,Gujarat,23.0225,72.5714,24.55,83.3,0.0
2019-11-10,Ahmedabad,Gujarat,23.0225,72.5714,25.53,80.47,0.0
2019-11-11,Ahmedabad,Gujarat,23.0225,72.5714,25.41,76.2,0.41
2019-11-12,Ahmedabad,Gujarat,23.0225,72.5714,24.94,76.25,0.07
2019-11-13,Ahmedabad,Gujarat,23.0225,72.5714,23.9,84.34,0.0
2019-11-14,Ahmedabad,Gujarat,23.0225,72.5714,23.29,83.18,0.02
2019-11-15,Ahmedabad,Gujarat,23.0225,72.5714,22.57,79.88,0.02
2019-11-16,Ahmedabad,Gujarat,23.0225,72.5714,22.76,79.01,0.0
2019-11-17,Ahmedabad,Gujarat,23.0225,72.5714,22.32,78.12,0.0
2019-11-18,Ahmedabad,Gujarat,23.0225,72.5714,22.21,73.46,0.0
2019-11-19,Ahmedabad,Gujarat,23.0225,72.5714,21.67,74.02,0.0
2019-11-20,Ahmedabad,Gujarat,23.0225,72.5714,21.38,74.96,0.0
