image_path,label,label_index,crop,disease,dataset,split
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Apple_Scab_Leaf\plantdoc_Apple Scab Leaf (75).jpg,Apple___Scab_Leaf,6,Apple,Scab_Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Apple_Scab_Leaf\plantdoc_Apple Scab Leaf (71).jpg,Apple___Scab_Leaf,6,Apple,Scab_Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Apple_Scab_Leaf\plantdoc_Apple Scab Leaf (57).jpg,Apple___Scab_Leaf,6,Apple,Scab_Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Apple_Scab_Leaf\plantdoc_Apple Scab Leaf (55).jpg,Apple___Scab_Leaf,6,Apple,Scab_Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Apple_Scab_Leaf\plantdoc_Apple Scab Leaf (69).jpg,Apple___Scab_Leaf,6,Apple,Scab_Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Apple_Scab_Leaf\plantdoc_Apple Scab Leaf (10).jpg,Apple___Scab_Leaf,6,Apple,Scab_Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Apple_Scab_Leaf\plantdoc_Apple Scab Leaf (33).jpg,Apple___Scab_Leaf,6,Apple,Scab_Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_bract_mosaic_virus\multicrop_Bract-Mosaic-Virus-Disease-262-_jpg.rf.c86df7a8fa171c0c8d7e2be5493871e9.jpg,Banana___Mosaic_Virus,11,Banana,Mosaic_Virus,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_bract_mosaic_virus\multicrop_Bract-Mosaic-Virus-Disease-159-_jpg.rf.49c767fa9f30885612c577203d64ef50.jpg,Banana___Mosaic_Virus,11,Banana,Mosaic_Virus,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_bract_mosaic_virus\multicrop_Bract-Mosaic-Virus-Disease-324-_jpg.rf.55dffddb2809c2bdfce1e3f5d006cb13.jpg,Banana___Mosaic_Virus,11,Banana,Mosaic_Virus,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_bract_mosaic_virus\multicrop_Bract-Mosaic-Virus-Disease-212-_jpg.rf.b08b93f1c805dd053549ebd2f062785b.jpg,Banana___Mosaic_Virus,11,Banana,Mosaic_Virus,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_bract_mosaic_virus\multicrop_Bract-Mosaic-Virus-Disease-105-_jpg.rf.b92087f0214dc3f8f33b6048f51fcf7a.jpg,Banana___Mosaic_Virus,11,Banana,Mosaic_Virus,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_bract_mosaic_virus\multicrop_Bract-Mosaic-Virus-Disease-202-_jpg.rf.499729655b596fee7f722b27d5a5907d.jpg,Banana___Mosaic_Virus,11,Banana,Mosaic_Virus,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_bract_mosaic_virus\multicrop_Bract-Mosaic-Virus-Disease-124-_jpg.rf.fd8ba337b435aa9695e7c06d56796d8b.jpg,Banana___Mosaic_Virus,11,Banana,Mosaic_Virus,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_bract_mosaic_virus\multicrop_Bract-Mosaic-Virus-Disease-254-_jpg.rf.f67059c20d44d0bfd91ecf5650819c71.jpg,Banana___Mosaic_Virus,11,Banana,Mosaic_Virus,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_bract_mosaic_virus\multicrop_Bract-Mosaic-Virus-Disease-225-_jpg.rf.9175702077c0593523f5c07eb1484f8d.jpg,Banana___Mosaic_Virus,11,Banana,Mosaic_Virus,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_bract_mosaic_virus\multicrop_Bract-Mosaic-Virus-Disease-186-_jpg.rf.b442b8b94d779b0e226ed769ba77eba9.jpg,Banana___Mosaic_Virus,11,Banana,Mosaic_Virus,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_bract_mosaic_virus\multicrop_Bract-Mosaic-Virus-Disease-321-_jpg.rf.7acaece5f623232b1ebacf144a3318ae.jpg,Banana___Mosaic_Virus,11,Banana,Mosaic_Virus,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_bract_mosaic_virus\multicrop_Bract-Mosaic-Virus-Disease-133-_jpg.rf.f058a0386f722330e8fb31f927d0b7d2.jpg,Banana___Mosaic_Virus,11,Banana,Mosaic_Virus,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_cordana\multicrop_cordana-124-_jpeg.rf.25f80579c3a5858fb878db2ad89c248e.jpg,Banana___Cordana,7,Banana,Cordana,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_cordana\multicrop_cordana-201-_jpeg.rf.b37a08650dba1b7476bc559f050ba44c.jpg,Banana___Cordana,7,Banana,Cordana,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_cordana\multicrop_cordana-355-_jpeg.rf.dc3818646eb5e9a3560b2e3c05757069.jpg,Banana___Cordana,7,Banana,Cordana,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_cordana\multicrop_cordana-210-_jpeg.rf.fbd160c2ff5c8bde614f0d3281403236.jpg,Banana___Cordana,7,Banana,Cordana,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_cordana\multicrop_cordana-165-_jpeg.rf.858835f4679b24cb2f27826f8269d0e6.jpg,Banana___Cordana,7,Banana,Cordana,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_cordana\multicrop_cordana-322-_jpeg.rf.d202440fa1a5d7c9c4f67462a83d7f94.jpg,Banana___Cordana,7,Banana,Cordana,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_cordana\multicrop_cordana-376-_jpeg.rf.d0ce377c4de4605d43075c3a05ad8291.jpg,Banana___Cordana,7,Banana,Cordana,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_cordana\multicrop_cordana-347-_jpeg.rf.9ddbfb5ab27f3d1c45c713567984e67a.jpg,Banana___Cordana,7,Banana,Cordana,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_cordana\multicrop_cordana-412-_jpeg.rf.7c308d0cb64c8ce30f0aaaedfe25a00d.jpg,Banana___Cordana,7,Banana,Cordana,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_cordana\multicrop_cordana-415-_jpeg.rf.b060fb2a5e24e04b125609a770648a3a.jpg,Banana___Cordana,7,Banana,Cordana,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_cordana\multicrop_cordana-135-_jpeg.rf.aead33a67bd9999860eadea894d7cd92.jpg,Banana___Cordana,7,Banana,Cordana,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_cordana\multicrop_cordana-400-_jpeg.rf.47391b5e9480b42156f8515b4c56516a.jpg,Banana___Cordana,7,Banana,Cordana,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_healthy\multicrop_IMG-193-_jpg.rf.db5187feb25a0336248072a6ef32b940.jpg,Banana___Healthy,8,Banana,Healthy,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_healthy\multicrop_IMG-220-_jpeg.rf.d5a0d8832de0b8ed9b8485d9a1acb94a.jpg,Banana___Healthy,8,Banana,Healthy,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_healthy\multicrop_IMG-333-_jpeg.rf.ecad2d4c1f48b63aa355d1e0202e8ed3.jpg,Banana___Healthy,8,Banana,Healthy,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_healthy\multicrop_IMG-373-_jpg.rf.78585e375ec3d718ef294efd7c78bf46.jpg,Banana___Healthy,8,Banana,Healthy,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_healthy\multicrop_IMG-308-_jpeg.rf.647c847dfe4bd1ad982055b84dacba12.jpg,Banana___Healthy,8,Banana,Healthy,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_healthy\multicrop_IMG-324-_jpg.rf.ebc15a8a4629b3c1dda4699d49210546.jpg,Banana___Healthy,8,Banana,Healthy,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_healthy\multicrop_IMG-267-_jpg.rf.8903617e0c7437b53ea736576eb1e463.jpg,Banana___Healthy,8,Banana,Healthy,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_healthy\multicrop_IMG-112-_jpg.rf.c97120fb3415071796ea9d9693e93acc.jpg,Banana___Healthy,8,Banana,Healthy,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_healthy\multicrop_IMG-307-_jpg.rf.9c02d87a9a3710f4aff8728f7a1ada52.jpg,Banana___Healthy,8,Banana,Healthy,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_healthy\multicrop_IMG-389-_jpg.rf.841b34d4fb744a5f43a0eb8d671e4afa.jpg,Banana___Healthy,8,Banana,Healthy,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_healthy\multicrop_IMG-262-_jpg.rf.33981d7abf2321f438e0e64d57b39c99.jpg,Banana___Healthy,8,Banana,Healthy,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_healthy\multicrop_IMG-139-_jpg.rf.7e60e96cecd6c4df330776acb6cec9c4.jpg,Banana___Healthy,8,Banana,Healthy,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_insectpest\multicrop_Insect-Pest-282-_jpg.rf.9fbca50cc8fe6540fd69997dd3bb7c55.jpg,Banana___Insectpest,9,Banana,Insectpest,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_insectpest\multicrop_Insect-Pest-126-_jpg.rf.d389175abc34743a8fec5b3a8a06e8c1.jpg,Banana___Insectpest,9,Banana,Insectpest,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_insectpest\multicrop_Insect-Pest-268-_jpg.rf.d20f72b7d331f1d0176385accfc6e87e.jpg,Banana___Insectpest,9,Banana,Insectpest,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_insectpest\multicrop_Insect-Pest-27-_jpg.rf.d6671b5025a98f419f36fe6fcb55a2e6.jpg,Banana___Insectpest,9,Banana,Insectpest,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_insectpest\multicrop_Insect-Pest-192-_jpg.rf.5ee0256fd2d2dbecfb7b8589e660ddf9.jpg,Banana___Insectpest,9,Banana,Insectpest,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_insectpest\multicrop_Insect-Pest-325-_jpg.rf.a8b98e026d413623119bdaca9df2f98b.jpg,Banana___Insectpest,9,Banana,Insectpest,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_insectpest\multicrop_Insect-Pest-358-_jpg.rf.af8f7b1db043f92c0cdc60cdada5afbd.jpg,Banana___Insectpest,9,Banana,Insectpest,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_insectpest\multicrop_Insect-Pest-178-_jpg.rf.892bdd0b59d710730d27d4a9ad75d113.jpg,Banana___Insectpest,9,Banana,Insectpest,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_insectpest\multicrop_Insect-Pest-314-_jpg.rf.56f0083489c4324b15a6c057f9755dc6.jpg,Banana___Insectpest,9,Banana,Insectpest,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_insectpest\multicrop_Insect-Pest-273-_jpg.rf.446efbb11fa8a38c89a6b2227ea263d4.jpg,Banana___Insectpest,9,Banana,Insectpest,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_insectpest\multicrop_Insect-Pest-405-_jpg.rf.40d67ef116a09fafe2a5b029b11fa009.jpg,Banana___Insectpest,9,Banana,Insectpest,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_insectpest\multicrop_Insect-Pest-135-_jpg.rf.edcb5e437854d90007f2d5659ebc6fe5.jpg,Banana___Insectpest,9,Banana,Insectpest,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_moko\multicrop_Moko-189-_jpg.rf.ac503311202dfdd33918af0fd0009717.jpg,Banana___Moko,10,Banana,Moko,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_moko\multicrop_Moko-14-_jpg.rf.cb1bb34d6388e4d6c65b9ff1697f6334.jpg,Banana___Moko,10,Banana,Moko,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_moko\multicrop_Moko-244-_jpg.rf.75add77dd04d7626a20f8974d509f5e3.jpg,Banana___Moko,10,Banana,Moko,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_moko\multicrop_Moko-1-_jpg.rf.ba8fe51e5bfeae010b54039f659e23f0.jpg,Banana___Moko,10,Banana,Moko,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_moko\multicrop_Moko-253-_jpg.rf.c5f04dba8f1f8e6489962093f6096bbc.jpg,Banana___Moko,10,Banana,Moko,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_moko\multicrop_Moko-286-_jpg.rf.9b8560bcf530ecbd59e82139746bafcc.jpg,Banana___Moko,10,Banana,Moko,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_moko\multicrop_Moko-364-_jpg.rf.27a4134c42bde3e942a9db6777f7c430.jpg,Banana___Moko,10,Banana,Moko,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_moko\multicrop_Moko-198-_jpg.rf.26f6566cd7884b431b21d8a1b83629e6.jpg,Banana___Moko,10,Banana,Moko,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_moko\multicrop_Moko-377-_jpg.rf.208fbd0a5f310e8c988cb655960395ec.jpg,Banana___Moko,10,Banana,Moko,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_moko\multicrop_Moko-362-_jpg.rf.95d510830cdd3778d76177d477059422.jpg,Banana___Moko,10,Banana,Moko,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_moko\multicrop_Moko-216-_jpg.rf.1e9ac9ec79e393b524d9382821beb6aa.jpg,Banana___Moko,10,Banana,Moko,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_moko\multicrop_Moko-322-_jpg.rf.d9954383547f9b739d54a42d505c0413.jpg,Banana___Moko,10,Banana,Moko,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_panama\multicrop_Panama-254-_jpg.rf.372b4ac39ef88c64a7f7f08731434f38.jpg,Banana___Panama,12,Banana,Panama,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_panama\multicrop_Panama-318-_jpg.rf.bdde38b87468e717662adc7b40020612.jpg,Banana___Panama,12,Banana,Panama,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_panama\multicrop_Panama-449-_jpg.rf.1604a0c8e3502817ec6c5f1027df5bfd.jpg,Banana___Panama,12,Banana,Panama,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_panama\multicrop_Panama-621-_jpg.rf.ce860ec9656ada44506f0f5411a83abb.jpg,Banana___Panama,12,Banana,Panama,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_panama\multicrop_Panama-629-_jpg.rf.86013d53d2bab6ab5332c7d7ca3cef2c.jpg,Banana___Panama,12,Banana,Panama,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_panama\multicrop_Panama-533-_jpg.rf.74568dad470389d0f8e0c5e1f1aa7500.jpg,Banana___Panama,12,Banana,Panama,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_panama\multicrop_Panama-1113-_jpg.rf.396e0fd84ecbd9566e69b5e9fe535506.jpg,Banana___Panama,12,Banana,Panama,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_panama\multicrop_Panama-306-_jpg.rf.f4ef84da7f53cc1ad1ede7ae8167e79e.jpg,Banana___Panama,12,Banana,Panama,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\banana_panama\multicrop_Panama-542-_jpg.rf.7444e37347a43ee9b94946cc1b7e2978.jpg,Banana___Panama,12,Banana,Panama,unified_dataset_smoke,train
